5
3
3
4
4
3
3
10
6
4
6
4
3
4
3
8
6
5
4
4
5
5
3
12
4
4
6
4
5
6
3
12
5
5
4
4
6
4
12
4
6
4
4
5
5
4
10
5
5
4
4
5
5
4
12
5
4
3
3
6
5
4
10
4
7
4
4
7
4
10
5
6
4
6
6
4
11
6
6
4
3
8
12
6
4
5
4
4
4
6
4
10
4
5
4
4
4
6
4
11
