6
4
4
4
6
4
7
6
7
4
6
6
3
3
5
10
4
5
3
4
4
6
4
10
5
5
3
3
4
5
3
7
10
4
5
5
5
6
4
6
5
5
5
3
4
4
5
3
9
4
5
5
3
4
7
4
11
5
4
5
4
4
4
5
4
12
3
5
3
4
4
6
3
10
6
6
4
4
4
6
4
11
4
5
3
3
4
7
5
7
5
4
5
4
4
5
4
4
6
4
